Time,Country,Access to clean fuels and technologies for cooking,GDP per capita (constant 2015 US$),"Life expectancy at birth, total (years) ","Literacy rate, adult total",Access to electricity,"Employment to population ratio, 15+",CO2 emissions ,Mobile cellular subscriptions ,Poverty headcount ratio at $2.15 a day 
2008,Norway,100,75535.21179,80.59268293,,100,71.896,7.733045427,109.2804594,0.2
2008,Portugal,100,19985.69833,78.52439024,,100,57.344,5.383921865,132.7779993,0.1
2008,Somalia,0.8,,51.12,,22.85041046,,0.054059155,5.478437064,
2008,Bhutan,57.8,1859.070447,67.499,,67.55329895,,0.6127263,36.74284546,
2008,Ghana,12.7,1277.822996,60.49,,60.5,,0.327504378,47.56387659,
2008,Canada,100,42063.24012,80.72463415,,100,63.349,16.55942629,66.5065332,0.2
2008,Guinea,0.8,693.1141054,56.044,,25.40247917,,0.205812295,28.11922757,
2009,Andorra,100,40442.80411,,,100,,6.995396198,87.40318475,
2009,Austria,100,42655.19213,80.33170732,,100,57.107,7.721228101,137.0500745,0.7
2009,Burundi,0.2,296.8470949,56.388,,5.386138916,,0.022745628,10.5719406,
2009,Cameroon,18.5,1277.181619,56.102,,51.69436264,,0.364009538,41.43074942,
2009,"Gambia, The",2.8,679.0036124,60.427,,43.15903091,,0.258183853,69.90366425,
2009,Iceland,100,49527.39883,81.75121951,,100,74.524,6.618545113,106.5605395,0.1
2009,"Korea, Dem. People's Rep.",5.1,,69.732,,26,,2.247905123,0.281760571,
2009,"Korea, Rep.",100,23952.81322,79.96829268,,100,59.223,10.68064538,98.67498817,
2009,Malta,100,19573.85799,80.24146341,,100,46.767,6.084945342,101.5843562,0.4
2009,Moldova,90,2117.222032,69.573,,99.16470337,58.85,2.6658053,56.97862537,0.7
2009,New Caledonia,,,76.9804878,,100,57.94,,81.5620914,
2009,Norway,100,73141.30734,80.79512195,,100,70.391,7.753452981,110.8786963,0.1
2009,Portugal,100,19343.28005,78.72682927,,100,55.568,5.327241121,111.3652914,0.2
2009,Somalia,0.9,,51.853,,25.50599861,,0.052378351,5.464603394,
2009,Bhutan,61.2,1961.938759,67.897,,71.51531219,66.94,0.568786747,48.58086395,
2009,Ghana,13.9,1306.185146,60.946,,61.05865097,,0.37354771,60.55492814,
2009,Canada,100,40368.93151,81.06609756,,100,61.584,15.50450587,70.88158252,0.2
2009,Guinea,0.8,668.8147425,56.348,,26.74627113,,0.211958042,34.81576235,
2010,Andorra,100,40937.2933,,,100,,7.223590934,91.57706344,
2010,Austria,100,43334.50896,80.5804878,,100,57.343,8.36562481,146.3739125,0.5
2010,Burundi,0.2,297.7917271,57.081,,5.3,,0.035423906,18.38612295,
2010,Cameroon,19.2,1277.265693,56.582,71.29051208,52.84618759,73.1,0.352871883,43.44821591,
2010,"Gambia, The",2.6,697.1625678,60.717,,46.79580688,,0.224129254,76.31064253,29.8
2010,Iceland,100,48193.7014,81.89756098,,100,74.303,6.159973085,107.1447195,0.1
2010,"Korea, Dem. People's Rep.",5.7,,70.419,,29.30030632,,2.093854378,1.749620794,
2010,"Korea, Rep.",100,25455.61748,80.11707317,,100,59.322,11.60782984,104.0034362,0.5
2010,Malta,100,20557.73775,81.39756098,,100,47.295,6.240169068,108.793686,0.2
2010,Moldova,91.4,2269.809686,69.357,,99.27832794,61.487,2.897999339,69.34374716,0.4
2010,New Caledonia,,,77.2804878,,100,,,84.46405484,
2010,Norway,100,72804.39562,80.99756098,,100,69.269,8.205017864,114.5108913,0.2
2010,Portugal,100,19670.36107,79.02682927,,100,54.631,4.817631537,115.3184225,0.1
2010,Somalia,1.1,,50.563,,52.27222824,,0.052483447,5.389697048,
2010,Bhutan,64.4,2171.9098,68.43,,73.28291087,65.89,0.699034466,55.89044047,
2010,Ghana,15.1,1374.985027,61.157,71.49707031,64.2,67.073,0.405971225,68.18041285,
2010,Canada,100,41156.14519,81.32219512,,100,61.569,15.79453766,76.03888561,0.2
2010,Guinea,0.8,683.9845848,56.72,25.30773926,28.09961128,,0.243682824,38.94563268,
2011,Andorra,100,41486.21896,,,100,,6.957586407,92.17208933,
2011,Austria,100,44451.00019,80.98292683,,100,57.558,8.136189778,155.1932739,0.4
2011,Burundi,0.2,299.0171757,57.769,,6.155723095,,0.037998112,20.24788559,
2011,Cameroon,20,1283.567041,57.133,,53.7,,0.332610017,51.28211222,
2011,"Gambia, The",2.6,620.9482229,61.526,,48.31798935,,0.223649943,70.12083803,
2011,Iceland,100,48933.54566,82.35853659,,100,74.191,5.919332694,107.764655,0.1
2011,"Korea, Dem. People's Rep.",6.2,,70.978,,31.43327141,,1.496901866,4.034895552,
2011,"Korea, Rep.",100,26191.64426,80.56829268,,100,59.69,11.98480362,106.7865025,
2011,Malta,100,20566.42777,80.74634146,93.30735779,100,48.155,6.18135432,123.1784046,0.2
2011,Moldova,92.6,2403.260539,69.192,,99.39765167,62.671,2.916944425,89.48951998,0.2
2011,New Caledonia,,,76.63170732,,100,,,85.35733598,
2011,Norway,100,72660.67541,81.29512195,,100,69.036,7.888270913,115.5824466,0.1
2011,Portugal,100,19365.18165,80.47073171,94.47705078,100,52.82,4.723430414,116.7515206,0.5
2011,Somalia,1.2,,51.304,,52.00972748,,0.051772812,14.73376335,
2011,Bhutan,67.9,2319.590936,68.881,,81.78115845,65.25,1.043274441,67.8772798,
2011,Ghana,16.3,1530.359335,61.652,,64.06256,,0.412238584,80.76734585,
2011,Canada,100,42037.51874,81.48268293,,100,61.797,15.99827172,78.19708293,0.2
2011,Guinea,0.8,704.7373237,57.019,,29.45865822,,0.249028469,46.16948108,
2012,Andorra,100,39174.91569,,,100,,6.86229282,89.93550386,
2012,Austria,100,44549.8817,80.93658537,,100,57.67,7.723851662,161.1931998,0.6
2012,Burundi,0.2,301.4813193,58.493,,6.5,,0.037180418,22.94044018,
2012,Cameroon,20.6,1305.668033,57.792,,55.1631279,,0.326477591,62.32232653,
2012,"Gambia, The",2.4,633.5827209,62.096,,49.85640717,53.405,0.219746203,74.05049165,
2012,Iceland,100,49191.57442,82.91707317,,100,75.086,5.799211764,109.7000115,0
2012,"Korea, Dem. People's Rep.",6.8,,71.626,,33.56810379,,1.546277549,6.830664218,
2012,"Korea, Rep.",100,26680.27544,80.8195122,,100,59.978,11.95852705,108.0393019,0.2
2012,Malta,100,21221.60571,80.74634146,,100,49.316,6.465283267,123.800729,0.1
2012,Moldova,93.6,2389.400915,69.143,,99.5188446,63.369,2.844887502,102.1981124,0.1
2012,New Caledonia,,,77.07804878,,100,,,85.1449676,
2012,Norway,100,73661.67859,81.45121951,,100,69.185,7.725323513,115.509809,0.1
2012,Portugal,100,18654.95753,80.37317073,,100,50.802,4.585926334,113.2623797,0.7
2012,Somalia,1.4,,53.161,,51.76345825,,0.05029611,18.48826148,
2012,Bhutan,70.4,2411.896403,69.326,55.31755829,91.5,63.08,1.156355518,77.77759289,1.7
2012,Ghana,17.7,1631.919362,62.081,,56.51,,0.479415246,95.38200979,25.7
2012,Canada,100,42315.80739,81.66365854,,100,61.903,15.73682394,79.90342869,0.2
2012,Guinea,0.8,728.3684373,57.406,,26.2,,0.228832188,51.76438441,24.5
2013,Andorra,100,37597.72299,,,100,,6.674233189,89.58187372,
2013,Austria,100,44299.37818,81.13658537,,100,57.538,7.754017979,156.5179428,0.3
2013,Burundi,0.2,305.2908352,59.235,,6.9,,0.036100027,24.99444805,65.1
2013,Cameroon,21.2,1332.860004,58.476,,56.32056046,,0.347933814,72.41147607,
2013,"Gambia, The",2.3,632.1971516,62.114,41.95005035,51.5,,0.202647787,87.01025804,
2013,Iceland,100,50946.81626,82.06097561,,100,76.346,6.27555874,109.9498803,0
2013,"Korea, Dem. People's Rep.",7.4,,72.319,,35.7009697,,1.105083594,9.679295734,
2013,"Korea, Rep.",100,27399.61595,81.27073171,,100,60.195,11.89003693,109.1472515,
2013,Malta,100,22071.06515,81.74634146,,100,50.816,5.567332681,127.2274727,0
2013,Moldova,94.4,2606.193066,69.099,,99.63806915,64.013,2.511402112,108.2043477,0
2013,New Caledonia,,,77.17804878,,100,,,87.01346628,
2013,Norway,100,73515.91449,81.75121951,,100,68.643,7.801169496,112.0335357,0.1
2013,Portugal,100,18584.55405,80.72195122,,100,49.685,4.451935228,114.5869644,0.9
2013,Somalia,1.6,459.7040746,53.843,,51.54965973,,0.050527194,40.32683174,
2013,Bhutan,73.1,2436.85978,69.707,,87.42046356,60,1.245731517,74.68047217,
2013,Ghana,18.9,1708.828005,62.42,,70.7,74.481,0.504973607,101.8197062,
2013,Canada,100,42846.2842,81.74487805,,100,62.047,15.84080976,80.8813881,0.5
2013,Guinea,0.8,738.8405928,57.791,,32.17852402,,0.195379103,67.26532573,
2014,Andorra,100,38402.6673,,,100,,6.445930663,92.48694535,
2014,Austria,100,44245.16874,81.4902439,,100,57.16,7.260930858,151.5621925,0.2
2014,Burundi,0.2,307.7655313,59.868,61.51348877,7,77.7,0.034759697,30.42671535,
2014,Cameroon,21.6,1366.966595,58.935,,56.8,69.551,0.368742288,76.4097583,25.7
2014,"Gambia, The",2.1,605.033694,62.269,,53.04151154,,0.231519233,104.3248597,
2014,Iceland,100,51233.24405,82.86097561,,100,78.121,6.254085392,112.9417905,0
2014,"Korea, Dem. People's Rep.",7.9,,72.942,,37.82880402,,1.24266247,11.14377697,
2014,"Korea, Rep.",100,28100.01028,81.72195122,,100,60.97,11.58871562,113.3160079,0.2
2014,Malta,100,23286.22645,82.04634146,,100,52.104,5.422291156,122.3518897,0
2014,Moldova,95.1,2738.161973,69.031,99.3598938,99.75226593,68.261,2.698635146,111.9756969,0
2014,New Caledonia,,,77.23658537,,100,54.67,,86.5746907,
2014,Norway,100,74180.32387,82.1,,100,62.596,7.716801577,111.6785885,0.1
2014,Portugal,100,18833.05183,81.12195122,,100,50.637,4.416000981,114.2890262,0.5
2014,Somalia,1.7,477.3395696,54.277,,51.37918854,,0.048530212,41.32468921,
2014,Bhutan,75.5,2551.483073,70.049,,91.39260101,60.96,1.374876588,84.81429524,
2014,Ghana,20.2,1715.823963,63.045,,78.3,,0.474057678,107.6762148,
2014,Canada,100,43635.09548,81.78439024,,100,61.654,15.85217722,81.31427412,0.2
2014,Guinea,0.8,747.3634109,57.886,32.0038414,33.53244019,,0.196384745,76.6188968,
2015,Andorra,100,38885.54859,,,100,,6.485769241,99.42853957,
2015,Austria,100,44195.81759,81.1902439,,100,57.115,7.318859537,155.8663134,0.7
2015,Burundi,0.2,289.3596272,60.217,,7.890114784,,0.034193618,46.58923322,
2015,Cameroon,22,1399.675336,59.658,,58.62038803,,0.369370823,78.91603165,
2015,"Gambia, The",2,611.6712191,62.494,50.77796936,54.68837357,,0.260037912,120.5286503,13.4
2015,Iceland,100,52951.68151,82.46829268,,100,79.69,6.219488234,115.9665922,0
2015,"Korea, Dem. People's Rep.",8.6,,72.784,,39.95166016,,0.993803353,12.82761135,
2015,"Korea, Rep.",100,28737.43917,82.02439024,,100,60.935,11.91468649,115.5716703,
2015,Malta,100,24921.71418,81.89756098,,100,52.743,3.723376766,114.8018196,0.1
2015,Moldova,95.8,2749.913038,69.24,,99.86148071,68.964,2.828160162,113.2956183,0
2015,New Caledonia,,32428.57223,77.2804878,,100,,,91.96027304,
2015,Norway,100,74809.9658,82.30487805,,100,62.187,7.764858661,110.1059349,0.2
2015,Portugal,100,19250.10654,81.12439024,,100,51.289,4.812853275,113.0168861,0.5
2015,Somalia,2,507.4829155,54.857,,51.24136734,,0.046948882,42.40075455,
2015,Bhutan,77.7,2695.636924,70.343,,95.3597641,61.6,1.402040163,90.91492505,
2015,Ghana,21.4,1711.271317,63.175,,74.00026703,64.539,0.49602474,121.2582209,
2015,Canada,100,43596.13554,81.81560976,,100,61.582,15.64990728,83.30038912,0.2
2015,Guinea,0.8,756.4255898,58.134,,34.88138199,,0.216953418,92.58559996,
2016,Andorra,100,39886.65882,,,100,,6.465288117,104.9517508,
2016,Austria,100,44590.25163,81.64146341,,100,57.427,7.290777216,126.8182509,0.7
2016,Burundi,0.2,282.9759666,60.793,,8.477998734,,0.040538085,49.13927197,
2016,Cameroon,22.3,1420.029872,60.233,,59.76366425,,0.378493592,78.93806963,
2016,"Gambia, The",2,606.3162003,63.013,,56.35076904,,0.255997956,122.480565,
2016,Iceland,100,55513.6423,82.20487805,,100,81.311,4.868247282,119.6434051,0
2016,"Korea, Dem. People's Rep.",9.2,,72.805,,42.07036591,,1.107842889,14.20265951,
2016,"Korea, Rep.",100,29467.12434,82.27560976,,100,60.888,12.0162046,119.46123,0.2
2016,Malta,100,25181.4771,82.45365854,,100,54.071,2.969764316,125.1793331,0.1
2016,Moldova,96.3,2911.337767,69.917,,99.93734741,68.795,2.904908914,117.468078,0.1
2016,New Caledonia,,,76.93170732,,100,,,,
2016,Norway,100,75017.49447,82.40731707,,100,61.499,7.56103856,109.4141225,0.3
2016,Portugal,100,19700.91,81.12439024,,100,51.977,4.716035676,111.9942091,0.4
2016,Somalia,2.2,520.0980318,55.044,,51.11907578,,0.04578514,46.54803903,
2016,Bhutan,79.75,2889.493887,70.602,,99.32277679,,1.638388767,93.14595832,
2016,Ghana,22.9,1728.097077,63.89,,79.3,,0.492155068,129.6091402,25.2
2016,Canada,100,43536.9134,81.92487805,,100,61.283,15.42182253,85.15367591,0.2
2016,Guinea,0.8,816.8470793,58.763,,33.5,,0.235227854,93.11888331,
2017,Andorra,100,39321.63278,,,100,,6.302097864,108.8046481,
2017,Austria,100,45281.7234,81.64390244,,100,57.703,7.487036755,123.4328495,0.3
2017,Burundi,0.2,277.9598031,61.553,68.37532806,9.3,77.76,0.047429124,53.073037,
2017,Cameroon,22.5,1429.234685,60.81,,60.90362167,,0.372071195,82.54515063,
2017,"Gambia, The",1.9,618.4807687,62.995,,56.2,,0.252941606,124.5599874,
2017,Iceland,100,56501.45768,82.66097561,,100,80.611,4.866045428,116.7618266,0
2017,"Korea, Dem. People's Rep.",9.9,,72.978,,44.18574905,,2.127501061,14.93161965,
2017,"Korea, Rep.",100,30312.88885,82.62682927,,100,61.16,12.19149342,123.581176,
2017,Malta,100,27164.30042,82.34634146,,100,55.585,3.250434296,126.1236254,0.2
2017,Moldova,96.6,3085.738894,70.516,,99.98,67.222,2.926840954,117.8002494,0
2017,New Caledonia,,,77.53902439,,100,53.158,,,
2017,Norway,100,76247.41166,82.6097561,,100,61.076,7.42375167,108.380522,0.3
2017,Portugal,100,20441.4858,81.42439024,,100,53.714,5.171956157,114.1311837,0.4
2017,Somalia,2.4,547.6166859,55.654,,52.1,,0.044058817,47.89352903,
2017,Bhutan,81.5,2998.473207,70.847,66.5611496,97.7,,1.731865667,96.62766062,0.9
2017,Ghana,24.4,1827.273918,64.013,,79,68.936,0.500789782,121.6049315,
2017,Canada,100,44325.48834,81.83292683,,100,61.802,15.54719472,86.70104032,0.2
2017,Guinea,0.9,878.1792715,59.109,,35.4,,0.271355057,95.58208181,
2018,Andorra,100,39320.11092,,,100,,6.59405703,110.1329103,
2018,Austria,100,46154.6251,81.69268293,,100,58.298,7.141140211,124.2461975,0.6
2018,Burundi,0.2,274.1319085,61.688,,9.509292603,,0.05785023,54.97002994,
2018,Cameroon,22.6,1445.267771,61.18,77.07103729,62.2,,0.388794448,73.59740879,
2018,"Gambia, The",1.8,645.9381872,63.04,,60.3,58.386,0.244507378,130.1227936,
2018,Iceland,100,57697.80442,82.86097561,,100,79.631,4.817688768,116.5506905,
2018,"Korea, Dem. People's Rep.",10.4,,73.031,99.99819183,46.29864502,,1.954950024,,
2018,"Korea, Rep.",100,31059.26681,82.62682927,98.80000305,100,60.941,12.21645617,128.4051056,
2018,Malta,100,28177.54954,82.44878049,,100,57.878,3.203474816,125.2767573,0.1
2018,Moldova,97,3268.425967,70.492,,99.99,66.222,3.160420552,115.7581058,0
2018,New Caledonia,,,80.00309756,,100,51.097,,,
2018,Norway,100,76373.64746,82.75853659,,100,61.679,7.261315879,107.6910276,0.3
2018,Portugal,100,21057.61748,81.32439024,,100,54.973,4.809612613,115.2549871,0.3
2018,Somalia,2.7,543.9980799,56.375,,50.73001862,,0.042573227,49.6592909,
2018,Bhutan,83.1,3079.143963,71.129,,99.95767212,60.506,1.908289769,92.31829061,
2018,Ghana,25.7,1899.808422,64.122,,80.4,,0.543393317,132.601312,
2018,Canada,100,44917.48373,81.84390244,,100,61.955,15.63665416,89.67401709,0.2
2018,Guinea,0.9,910.6526419,59.349,39.6176796,45,,0.297494262,95.6840313,13.8
2019,Andorra,100,39413.80939,,,100,,6.287203804,115.1500465,
2019,Austria,100,46616.35917,81.89512195,,100,58.514,7.263331201,120.7891044,0.6
2019,Burundi,0.2,270.1372774,62.351,,9.839400291,,0.059571339,55.00739463,
2019,Cameroon,22.7,1454.564069,61.584,,63.17689514,,0.370691707,83.00540281,
2019,"Gambia, The",1.8,668.6351226,63.755,,62.1,,0.241900479,103.0224594,
2019,Iceland,100,57493.41953,83.16341463,,100,78.39,4.543450104,114.5997217,
2019,"Korea, Dem. People's Rep.",11.1,,73.198,,48.40988541,,2.156763691,16.51301564,
2019,"Korea, Rep.",100,31645.94983,83.22682927,,100,61.189,11.82528359,132.9873505,
2019,Malta,100,29003.58181,82.85853659,,100,59.273,3.290468236,125.9617103,0.3
2019,Moldova,97.2,3439.12964,70.935,,100,68.29,3.348667379,116.2198572,0
2019,New Caledonia,,,80.41970732,,100,51.563,,91.10851024,
2019,Norway,100,76712.28713,82.95853659,,100,61.817,7.042320943,107.9941993,0.2
2019,Portugal,100,21617.41162,81.67560976,,100,55.419,4.332448043,115.7418865,0.1
2019,Somalia,3.1,543.6143913,57.078,,49.2,27.623,0.041029203,51.47891598,
2019,Bhutan,84.6,3233.597889,71.391,,100,64.559,1.867200723,95.0199294,
2019,Ghana,27.3,1981.61375,64.74,,83.5,,0.572264896,129.6132895,
2019,Canada,100,45113.06628,82.22878049,,100,62.295,15.05274694,91.59004081,0.2
2019,Guinea,0.9,937.7031315,59.72,,42.2,50.225,0.350765779,99.96476034,
2020,Andorra,100,34394.4302,,,100,,5.777147992,103.4491634,
2020,Austria,100,43343.9719,81.19268293,,100,57.651,6.632645737,120.3155961,0.7
2020,Burundi,0.2,263.3609887,61.566,,9.1,77.748,0.058384022,54.26373457,
2020,Cameroon,22.8,1419.328208,60.833,78.23000336,64.31187439,,0.374782658,84.36916915,
2020,"Gambia, The",1.8,655.5761192,62.612,,62.23400116,,0.237529599,104.038819,17.2
2020,Iceland,100,52486.03905,83.06341463,,100,74.653,3.947465365,114.9221778,
2020,"Korea, Dem. People's Rep.",11.8,,73.274,,50.52029419,,2.027148619,23.19515861,
2020,"Korea, Rep.",100,31378.15793,83.42682927,,100,60.342,10.99002958,136.0094467,
2020,Malta,100,26077.62734,82.34878049,,100,59.564,3.125557893,122.8511054,0.3
2020,Moldova,97.5,3189.336377,70.166,,100,68.839,3.267846368,110.876909,
2020,New Caledonia,,,80.83495122,,100,49.951,,90.78117198,
2020,Norway,100,75287.20595,83.2097561,,100,61.011,6.72508005,108.285471,
2020,Portugal,100,19802.22891,80.97560976,,100,54.062,3.784907587,115.078977,0.5
2020,Somalia,3.4,511.8988094,55.967,,49.86356354,,0.039934653,53.48002324,
2020,Bhutan,86,2884.208737,71.609,,100,64.415,1.340054317,96.4571149,
2020,Ghana,28.7,1951.064469,64.114,80.37999725,85.44056702,,0.602887453,125.7336966,
2020,Canada,100,42366.48714,81.6704878,,100,58.107,13.59937492,85.40841921,
2020,Guinea,0.9,959.431973,59.327,,44.74542236,,0.343646151,104.466802,
2021,Andorra,100,36616.11796,,,100,,,118.6729762,
2021,Austria,100,44984.41974,81.23902439,,100,57.202,,121.9694798,
2021,Burundi,0.2,264.3648329,61.663,,10.23382759,,,61.67128229,
2021,Cameroon,22.8,1428.562585,60.333,,65.44670868,,,79.9676844,
2021,"Gambia, The",1.7,666.4710868,62.083,,63.69736099,,,101.4408792,
2021,Iceland,100,53960.10337,83.11707317,,100,69.08,,118.0741761,
2021,"Korea, Dem. People's Rep.",12.5,,73.284,,52.63056183,,,23.10188288,
2021,"Korea, Rep.",100,32786.692,83.52682927,,100,60.782,,140.5658819,
2021,Malta,100,29103.69739,82.86097561,94.94000244,100,60.602,,123.3832876,
2021,Moldova,97.6,3688.652425,68.846,99.59999847,100,71.935,,127.3941322,0
2021,New Caledonia,,,79.12734146,,100,,,90.34051425,
2021,Norway,100,77805.00755,83.16341463,,100,62.927,,109.6884687,
2021,Portugal,100,20807.52768,81.07317073,96.77999878,100,54.004,,120.9425503,
2021,Somalia,3.8,512.4512395,55.28,,49.3240242,,,51.82360917,
2021,Bhutan,87,2992.439287,71.815,,100,65.775,,100.0671395,
2021,Ghana,30.3,2009.359083,63.795,,86.3,,,123.2115092,
2021,Canada,100,44234.54214,82.59660976,,100,60.468,,88.09065504,
2021,Guinea,1,972.7790298,58.892,45.33000183,46.81386948,,,101.9442494,
2022,Andorra,,39447.53825,,,,,,142.2141211,
2022,Austria,,46697.85652,,,,58.441,,123.4348071,
2022,Burundi,,262.1848047,,75.54000092,,,,57.96130144,
2022,Cameroon,,1441.794905,,,,,,82.77764316,
2022,"Gambia, The",,678.3617221,,58.66999817,,,,,
2022,Iceland,,56429.29978,,,,71.776,,122.5171495,
2022,"Korea, Dem. People's Rep.",,,,,,,,,
2022,"Korea, Rep.",,33719.38642,,,,62.371,,148.5880603,
2022,Malta,,30379.5968,,,,62.217,,131.5920538,
2022,Moldova,,3582.190854,,,,71.872,,127.4162572,
2022,New Caledonia,,,,,,,,,
2022,Norway,,79636.27455,,,,63.947,,110.6788541,
2022,Portugal,,22125.93919,,,,55.093,,124.5494123,
2022,Somalia,,509.0526065,,41.02500153,,,,50.25710738,
2022,Bhutan,,,,72.09999847,,59.341,,94.89274144,0
2022,Ghana,,2031.428339,,,,,,119.6243981,
2022,Canada,,44928.58876,,,,61.982,,91.23062536,
2022,Guinea,,994.4369972,,,,,,,
